start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,39.0,1,10:00:00,1,07:51:00,1,ANADOLU EFES,"[73, 80, 87, 88, 89]",73|80|87|88|89,Unknownx5,"['1:73', '1:80', '1:87', '1:88', '1:89']","['B. Dessert', 'E. Yilmaz', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 5, 11, 12, 21]",3|5|11|12|21,Unknownx5,"['2:3', '2:5', '2:11', '2:12', '2:21']","['E. Tanisan', 'M. Agva', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",5,7,7,0,140.0,140.0,5,7,7,0,140.0,140.0,0,0,9,5
39.1,68.0,1,07:51:00,1,06:05:00,1,ANADOLU EFES,"[73, 80, 87, 88, 89]",73|80|87|88|89,Unknownx5,"['1:73', '1:80', '1:87', '1:88', '1:89']","['B. Dessert', 'E. Yilmaz', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 10, 11, 12, 21]",3|10|11|12|21,Unknownx5,"['2:3', '2:10', '2:11', '2:12', '2:21']","['E. Tanisan', 'J. Roberts', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",5,5,4,1,100.0,66.66666666666667,6,4,5,-1,66.66666666666667,100.0,9,5,15,8
68.1,102.0,1,06:05:00,1,04:22:00,1,ANADOLU EFES,"[73, 87, 88, 89, 92]",73|87|88|89|92,Unknownx5,"['1:73', '1:87', '1:88', '1:89', '1:92']","['B. Dessert', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 10, 11, 12, 21]",3|10|11|12|21,Unknownx5,"['2:3', '2:10', '2:11', '2:12', '2:21']","['E. Tanisan', 'J. Roberts', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",5,5,4,1,100.0,80.0,5,4,5,-1,80.0,100.0,15,8,22,10
102.1,104.0,1,04:22:00,1,04:22:00,1,ANADOLU EFES,"[75, 87, 88, 89, 92]",75|87|88|89|92,Unknownx5,"['1:75', '1:87', '1:88', '1:89', '1:92']","['C. Swider', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 10, 11, 12, 21]",3|10|11|12|21,Unknownx5,"['2:3', '2:10', '2:11', '2:12', '2:21']","['E. Tanisan', 'J. Roberts', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",0,0,0,0,,,0,0,0,0,,,22,10,22,10
104.1,130.0,1,04:22:00,1,02:53:00,1,ANADOLU EFES,"[75, 87, 88, 89, 92]",75|87|88|89|92,Unknownx5,"['1:75', '1:87', '1:88', '1:89', '1:92']","['C. Swider', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[7, 9, 10, 12, 13]",7|9|10|12|13,Unknownx5,"['2:7', '2:9', '2:10', '2:12', '2:13']","['Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'M. Cazalon', 'J. Hawkins']",5,2,3,-1,40.0,60.0,5,3,2,1,60.0,40.0,22,10,25,13
130.1,146.0,1,02:53:00,1,01:54:00,1,ANADOLU EFES,"[75, 81, 86, 88, 92]",75|81|86|88|92,Unknownx5,"['1:75', '1:81', '1:86', '1:88', '1:92']","['C. Swider', 'S. Hazer', 'R. Smits', 'I. Cordinier', 'J. Loyd']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[7, 9, 10, 12, 13]",7|9|10|12|13,Unknownx5,"['2:7', '2:9', '2:10', '2:12', '2:13']","['Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'M. Cazalon', 'J. Hawkins']",1,0,3,-3,0.0,300.0,1,3,0,3,300.0,0.0,25,13,28,16
146.1,161.0,1,01:54:00,1,00:50:80,1,ANADOLU EFES,"[75, 81, 86, 88, 92]",75|81|86|88|92,Unknownx5,"['1:75', '1:81', '1:86', '1:88', '1:92']","['C. Swider', 'S. Hazer', 'R. Smits', 'I. Cordinier', 'J. Loyd']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[7, 9, 10, 11, 13]",7|9|10|11|13,Unknownx5,"['2:7', '2:9', '2:10', '2:11', '2:13']","['Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'S. Griffin', 'J. Hawkins']",3,2,0,2,66.66666666666667,0.0,2,0,2,-2,0.0,66.66666666666667,28,16,30,16
161.1,163.0,1,00:50:80,1,00:50:80,1,ANADOLU EFES,"[72, 75, 81, 86, 92]",72|75|81|86|92,Unknownx5,"['1:72', '1:75', '1:81', '1:86', '1:92']","['R. Beaubois', 'C. Swider', 'S. Hazer', 'R. Smits', 'J. Loyd']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[7, 9, 10, 11, 13]",7|9|10|11|13,Unknownx5,"['2:7', '2:9', '2:10', '2:11', '2:13']","['Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'S. Griffin', 'J. Hawkins']",0,0,0,0,,,0,0,0,0,,,30,16,30,16
163.1,177.0,1,00:50:80,1,00:16:30,1,ANADOLU EFES,"[72, 75, 81, 86, 92]",72|75|81|86|92,Unknownx5,"['1:72', '1:75', '1:81', '1:86', '1:92']","['R. Beaubois', 'C. Swider', 'S. Hazer', 'R. Smits', 'J. Loyd']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[5, 7, 9, 11, 13]",5|7|9|11|13,Unknownx5,"['2:5', '2:7', '2:9', '2:11', '2:13']","['M. Agva', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin', 'J. Hawkins']",3,1,0,1,33.333333333333336,0.0,2,0,1,-1,0.0,33.333333333333336,30,16,32,16
177.1,191.0,1,00:16:30,2,10:00:00,1,ANADOLU EFES,"[72, 75, 80, 81, 86]",72|75|80|81|86,Unknownx5,"['1:72', '1:75', '1:80', '1:81', '1:86']","['R. Beaubois', 'C. Swider', 'E. Yilmaz', 'S. Hazer', 'R. Smits']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[5, 7, 9, 11, 13]",5|7|9|11|13,Unknownx5,"['2:5', '2:7', '2:9', '2:11', '2:13']","['M. Agva', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin', 'J. Hawkins']",2,0,1,-1,0.0,50.0,2,1,0,1,50.0,0.0,32,16,33,16
