team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,TOFAS,510.1,588.0,"[55, 67, 90, 92, 94]",5,55|67|90|92|94,"['1:55', '1:67', '1:90', '1:92', '1:94']","['T. Geçim', 'Ö. Cengiz', 'H. Besson', 'S. Whaley', 'W. Kidd Jr']",1:55|1:67|1:90|1:92|1:94,Unknownx5,3,00:47:00,4,05:35:00,66,51,72,63
1,TOFAS,588.1,605.0,"[55, 88, 89, 92, 93]",5,55|88|89|92|93,"['1:55', '1:88', '1:89', '1:92', '1:93']","['T. Geçim', 'M. Blazevic', 'A. Perez', 'S. Whaley', 'J. Thomasson Jr']",1:55|1:88|1:89|1:92|1:93,Unknownx5,4,05:35:00,4,04:20:00,72,63,75,66
1,TOFAS,605.1,640.0,"[55, 66, 88, 89, 93]",5,55|66|88|89|93,"['1:55', '1:66', '1:88', '1:89', '1:93']","['T. Geçim', 'Y. Saybir', 'M. Blazevic', 'A. Perez', 'J. Thomasson Jr']",1:55|1:66|1:88|1:89|1:93,Unknownx5,4,04:20:00,4,02:12:00,75,66,79,73
1,TOFAS,640.1,690.0,"[66, 88, 89, 91, 93]",5,66|88|89|91|93,"['1:66', '1:88', '1:89', '1:91', '1:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",1:66|1:88|1:89|1:91|1:93,Unknownx5,4,02:12:00,4,00:02:90,79,73,85,73
1,TOFAS,690.1,696.0,"[66, 89, 91, 93, 94]",5,66|89|91|93|94,"['1:66', '1:89', '1:91', '1:93', '1:94']","['Y. Saybir', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr', 'W. Kidd Jr']",1:66|1:89|1:91|1:93|1:94,Unknownx5,4,00:02:90,4,00:00:00,85,73,85,73
2,TÜRK TELEKOM ,1.0,58.0,"[5, 6, 74, 76, 77]",5,5|6|74|76|77,"['2:5', '2:6', '2:74', '2:76', '2:77']","['D. Özdemiroglu', 'E. Kosut', 'J. Usher', 'M. Simonovic', 'J. Smith']",2:5|2:6|2:74|2:76|2:77,Unknownx5,1,10:00:00,1,05:20:00,0,0,4,13
2,TÜRK TELEKOM ,58.1,69.0,"[5, 7, 74, 77, 78]",5,5|7|74|77|78,"['2:5', '2:7', '2:74', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'J. Smith', 'K. Bankston']",2:5|2:7|2:74|2:77|2:78,Unknownx5,1,05:20:00,1,04:55:00,4,13,4,13
2,TÜRK TELEKOM ,69.1,110.0,"[7, 74, 75, 77, 78]",5,7|74|75|77|78,"['2:7', '2:74', '2:75', '2:77', '2:78']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",2:7|2:74|2:75|2:77|2:78,Unknownx5,1,04:55:00,1,03:07:00,4,13,5,18
2,TÜRK TELEKOM ,110.1,171.0,"[7, 8, 75, 77, 78]",5,7|8|75|77|78,"['2:7', '2:8', '2:75', '2:77', '2:78']","['B. Durmaz', 'Y. Gültekin', 'K. Allman', 'J. Smith', 'K. Bankston']",2:7|2:8|2:75|2:77|2:78,Unknownx5,1,03:07:00,2,10:00:00,5,18,12,26
2,TÜRK TELEKOM ,171.1,226.0,"[5, 7, 74, 75, 78]",5,5|7|74|75|78,"['2:5', '2:7', '2:74', '2:75', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Bankston']",2:5|2:7|2:74|2:75|2:78,Unknownx5,2,10:00:00,2,07:45:00,12,26,18,30
2,TÜRK TELEKOM ,226.1,237.0,"[3, 5, 7, 75, 78]",5,3|5|7|75|78,"['2:3', '2:5', '2:7', '2:75', '2:78']","['A. Kahraman', 'D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'K. Bankston']",2:3|2:5|2:7|2:75|2:78,Unknownx5,2,07:45:00,2,07:12:00,18,30,18,30
2,TÜRK TELEKOM ,237.1,279.0,"[3, 5, 75, 76, 78]",5,3|5|75|76|78,"['2:3', '2:5', '2:75', '2:76', '2:78']","['A. Kahraman', 'D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'K. Bankston']",2:3|2:5|2:75|2:76|2:78,Unknownx5,2,07:12:00,2,04:47:00,18,30,25,36
2,TÜRK TELEKOM ,279.1,292.0,"[3, 75, 76, 77, 78]",5,3|75|76|77|78,"['2:3', '2:75', '2:76', '2:77', '2:78']","['A. Kahraman', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",2:3|2:75|2:76|2:77|2:78,Unknownx5,2,04:47:00,2,03:27:00,25,36,29,39
2,TÜRK TELEKOM ,292.1,355.0,"[3, 74, 75, 76, 77]",5,3|74|75|76|77,"['2:3', '2:74', '2:75', '2:76', '2:77']","['A. Kahraman', 'J. Usher', 'K. Allman', 'M. Simonovic', 'J. Smith']",2:3|2:74|2:75|2:76|2:77,Unknownx5,2,03:27:00,3,10:00:00,29,39,32,50
2,TÜRK TELEKOM ,355.1,419.0,"[5, 7, 74, 77, 78]",5,5|7|74|77|78,"['2:5', '2:7', '2:74', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'J. Smith', 'K. Bankston']",2:5|2:7|2:74|2:77|2:78,Unknownx5,3,10:00:00,3,05:14:00,32,50,46,55
2,TÜRK TELEKOM ,419.1,445.0,"[5, 7, 74, 76, 77]",5,5|7|74|76|77,"['2:5', '2:7', '2:74', '2:76', '2:77']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'M. Simonovic', 'J. Smith']",2:5|2:7|2:74|2:76|2:77,Unknownx5,3,05:14:00,3,03:43:00,46,55,46,59
2,TÜRK TELEKOM ,445.1,460.0,"[5, 7, 74, 77, 78]",5,5|7|74|77|78,"['2:5', '2:7', '2:74', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'J. Smith', 'K. Bankston']",2:5|2:7|2:74|2:77|2:78,Unknownx5,3,03:43:00,3,03:03:00,46,59,46,62
2,TÜRK TELEKOM ,460.1,481.0,"[7, 74, 75, 77, 78]",5,7|74|75|77|78,"['2:7', '2:74', '2:75', '2:77', '2:78']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",2:7|2:74|2:75|2:77|2:78,Unknownx5,3,03:03:00,3,01:25:00,46,62,48,66
2,TÜRK TELEKOM ,481.1,536.0,"[3, 6, 74, 75, 76]",5,3|6|74|75|76,"['2:3', '2:6', '2:74', '2:75', '2:76']","['A. Kahraman', 'E. Kosut', 'J. Usher', 'K. Allman', 'M. Simonovic']",2:3|2:6|2:74|2:75|2:76,Unknownx5,3,01:25:00,4,09:15:00,48,66,55,68
2,TÜRK TELEKOM ,536.1,558.0,"[3, 7, 74, 75, 78]",5,3|7|74|75|78,"['2:3', '2:7', '2:74', '2:75', '2:78']","['A. Kahraman', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Bankston']",2:3|2:7|2:74|2:75|2:78,Unknownx5,4,09:15:00,4,07:30:00,55,68,57,70
2,TÜRK TELEKOM ,558.1,664.0,"[5, 7, 75, 77, 78]",5,5|7|75|77|78,"['2:5', '2:7', '2:75', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'J. Smith', 'K. Bankston']",2:5|2:7|2:75|2:77|2:78,Unknownx5,4,07:30:00,4,00:27:20,57,70,73,81
2,TÜRK TELEKOM ,664.1,685.0,"[7, 74, 75, 77, 78]",5,7|74|75|77|78,"['2:7', '2:74', '2:75', '2:77', '2:78']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",2:7|2:74|2:75|2:77|2:78,Unknownx5,4,00:27:20,4,00:02:90,73,81,73,83
2,TÜRK TELEKOM ,685.1,696.0,"[6, 74, 75, 77, 78]",5,6|74|75|77|78,"['2:6', '2:74', '2:75', '2:77', '2:78']","['E. Kosut', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",2:6|2:74|2:75|2:77|2:78,Unknownx5,4,00:02:90,4,00:00:00,73,83,73,85
