team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,TOFAS,1.0,94.0,"[66, 88, 89, 91, 93]",66|88|89|91|93,19,19,19,18,4,14,94.73684210526316,21.05263157894737,1,10:00:00,1,03:22:00,0,0,18,4,Unknownx5,5,66|88|89|91|93,1:66|1:88|1:89|1:91|1:93,"[66, 88, 89, 91, 93]","['1:66', '1:88', '1:89', '1:91', '1:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",TOFAS
1,TOFAS,94.1,107.0,"[66, 67, 88, 90, 93]",66|67|88|90|93,1,1,2,0,1,-1,0.0,50.0,1,03:22:00,1,03:07:00,18,4,18,5,Unknownx5,5,66|67|88|90|93,1:66|1:67|1:88|1:90|1:93,"[66, 67, 88, 90, 93]","['1:66', '1:67', '1:88', '1:90', '1:93']","['Y. Saybir', 'Ö. Cengiz', 'M. Blazevic', 'H. Besson', 'J. Thomasson Jr']",TOFAS
1,TOFAS,107.1,127.0,"[55, 66, 67, 88, 90]",55|66|67|88|90,3,3,3,0,0,0,0.0,0.0,1,03:07:00,1,02:36:00,18,5,18,5,Unknownx5,5,55|66|67|88|90,1:55|1:66|1:67|1:88|1:90,"[55, 66, 67, 88, 90]","['1:55', '1:66', '1:67', '1:88', '1:90']","['T. Geçim', 'Y. Saybir', 'Ö. Cengiz', 'M. Blazevic', 'H. Besson']",TOFAS
1,TOFAS,127.1,140.0,"[55, 66, 67, 90, 94]",55|66|67|90|94,1,1,1,0,0,0,0.0,0.0,1,02:36:00,1,02:19:00,18,5,18,5,Unknownx5,5,55|66|67|90|94,1:55|1:66|1:67|1:90|1:94,"[55, 66, 67, 90, 94]","['1:55', '1:66', '1:67', '1:90', '1:94']","['T. Geçim', 'Y. Saybir', 'Ö. Cengiz', 'H. Besson', 'W. Kidd Jr']",TOFAS
1,TOFAS,140.1,222.0,"[55, 67, 90, 92, 94]",55|67|90|92|94,14,14,13,12,13,-1,85.71428571428571,100.0,1,02:19:00,2,07:45:00,18,5,30,18,Unknownx5,5,55|67|90|92|94,1:55|1:67|1:90|1:92|1:94,"[55, 67, 90, 92, 94]","['1:55', '1:67', '1:90', '1:92', '1:94']","['T. Geçim', 'Ö. Cengiz', 'H. Besson', 'S. Whaley', 'W. Kidd Jr']",TOFAS
1,TOFAS,222.1,239.0,"[55, 89, 92, 93, 94]",55|89|92|93|94,0,0,1,0,0,0,,0.0,2,07:45:00,2,07:12:00,30,18,30,18,Unknownx5,5,55|89|92|93|94,1:55|1:89|1:92|1:93|1:94,"[55, 89, 92, 93, 94]","['1:55', '1:89', '1:92', '1:93', '1:94']","['T. Geçim', 'A. Perez', 'S. Whaley', 'J. Thomasson Jr', 'W. Kidd Jr']",TOFAS
1,TOFAS,239.1,256.0,"[55, 88, 89, 92, 93]",55|88|89|92|93,3,3,3,0,4,-4,0.0,133.33333333333334,2,07:12:00,2,06:27:00,30,18,30,22,Unknownx5,5,55|88|89|92|93,1:55|1:88|1:89|1:92|1:93,"[55, 88, 89, 92, 93]","['1:55', '1:88', '1:89', '1:92', '1:93']","['T. Geçim', 'M. Blazevic', 'A. Perez', 'S. Whaley', 'J. Thomasson Jr']",TOFAS
1,TOFAS,256.1,326.0,"[66, 88, 89, 91, 93]",66|88|89|91|93,11,11,11,11,8,3,100.0,72.72727272727273,2,06:27:00,2,02:52:00,30,22,41,30,Unknownx5,5,66|88|89|91|93,1:66|1:88|1:89|1:91|1:93,"[66, 88, 89, 91, 93]","['1:66', '1:88', '1:89', '1:91', '1:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",TOFAS
1,TOFAS,326.1,353.0,"[66, 89, 91, 92, 93]",66|89|91|92|93,6,6,5,9,2,7,150.0,40.0,2,02:52:00,3,10:00:00,41,30,50,32,Unknownx5,5,66|89|91|92|93,1:66|1:89|1:91|1:92|1:93,"[66, 89, 91, 92, 93]","['1:66', '1:89', '1:91', '1:92', '1:93']","['Y. Saybir', 'A. Perez', 'M. Lewis Iii', 'S. Whaley', 'J. Thomasson Jr']",TOFAS
1,TOFAS,353.1,433.0,"[66, 88, 89, 91, 93]",66|88|89|91|93,14,14,14,7,14,-7,50.0,100.0,3,10:00:00,3,04:27:00,50,32,57,46,Unknownx5,5,66|88|89|91|93,1:66|1:88|1:89|1:91|1:93,"[66, 88, 89, 91, 93]","['1:66', '1:88', '1:89', '1:91', '1:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",TOFAS
