team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,BURSASPOR BASKETBOL,SPR,133,B. Childress,Brandon Reginald,Childress,0,1,,0,,,34:42,4,13,30,2,8,25,2,5,40,2,2,100,1,0,1,7,2,2,0,0,3,2,12,0,5,-11,2,B. Childress,1:133
1,BURSASPOR BASKETBOL,SPR,3,T. Akdamar,Tevfik,Akdamar,3,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T. Akdamar,1:3
1,BURSASPOR BASKETBOL,SPR,144,M. Parsons,Malik Disjohn,Parsons,5,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Parsons,1:144
1,BURSASPOR BASKETBOL,SPR,101,H. Köksal,Hüseyin Göksenin,Köksal,7,1,1.0,0,,,15:34,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,1,0,0,0,-9,0,H. Köksal,1:101
1,BURSASPOR BASKETBOL,SPR,126,B. Satir,Bora,Satir,10,0,,1,,,2:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,B. Satir,1:126
1,BURSASPOR BASKETBOL,SPR,102,B. Akin,Berk Can,Akin,11,0,,1,,,24:05,4,10,40,2,6,33,2,4,50,3,4,75,1,1,2,0,2,0,0,0,2,2,13,3,4,-11,4,B. Akin,1:102
1,BURSASPOR BASKETBOL,SPR,136,J. Delaurier,Javin Que,Delaurier,12,0,,0,,,9:35,1,1,100,0,0,0,1,1,100,1,2,50,2,0,2,0,1,0,0,0,1,1,3,0,0,-5,2,J. Delaurier,1:136
1,BURSASPOR BASKETBOL,SPR,129,B. Crawford,Bryant Dejuan,Crawford,13,0,,0,,,19:20,3,7,42,2,5,40,1,2,50,2,4,50,2,0,2,4,3,0,0,1,2,4,10,0,2,-13,2,B. Crawford,1:129
1,BURSASPOR BASKETBOL,SPR,4,Y. Onar,Yesukan,Onar,14,0,,1,,,7:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,-3,0,Y. Onar,1:4
1,BURSASPOR BASKETBOL,SPR,134,V. King,Vincent Earl,King,22,1,,1,,,26:22,4,9,44,0,2,0,4,7,57,2,2,100,2,0,2,3,1,2,0,0,2,1,10,2,2,-21,8,V. King,1:134
1,BURSASPOR BASKETBOL,SPR,135,A. Konontsuk,Artur,Konontsuk,34,1,,1,,,33:36,6,11,54,5,7,71,1,4,25,2,2,100,3,0,3,2,1,0,0,0,3,1,19,0,0,-14,0,A. Konontsuk,1:135
1,BURSASPOR BASKETBOL,SPR,127,L. Nnoko,Landry,Nnoko,35,1,,0,,,26:45,2,4,50,0,0,0,2,4,50,2,2,100,2,2,4,1,2,1,0,0,3,6,6,2,0,-15,4,L. Nnoko,1:127
2,ANADOLU EFES,EFS,72,R. Beaubois,Rodrigue,Beaubois,1,0,1.0,1,,,13:16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-4,0,R. Beaubois,2:72
2,ANADOLU EFES,EFS,81,S. Hazer,Sehmus,Hazer,2,0,,1,,,16:17,1,2,50,1,2,50,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,3,0,0,3,0,S. Hazer,2:81
2,ANADOLU EFES,EFS,92,J. Loyd,Jordan,Loyd,3,0,,0,,,24:37,4,8,50,2,5,40,2,3,66,2,2,100,4,0,4,2,2,1,0,0,3,1,12,0,2,6,2,J. Loyd,2:92
2,ANADOLU EFES,EFS,87,N. Weiler-Babb,Nick,Weiler-Babb,8,1,,0,,,26:17,3,5,60,3,5,60,0,0,0,0,0,0,4,1,5,6,2,2,0,0,2,3,9,0,3,20,0,N. Weiler-Babb,2:87
2,ANADOLU EFES,EFS,85,G. Papagiannis,Georgios,Papagiannis,9,0,,0,,,14:46,3,6,50,1,2,50,2,4,50,0,0,0,2,1,3,1,2,0,0,0,4,0,7,2,0,4,4,G. Papagiannis,2:85
2,ANADOLU EFES,EFS,88,I. Cordinier,Isaia,Cordinier,10,1,,0,,,23:12,5,9,55,1,3,33,4,6,66,1,2,50,2,0,2,4,1,1,0,0,2,1,12,0,2,19,8,I. Cordinier,2:88
2,ANADOLU EFES,EFS,73,B. Dessert,Brice ,Dessert,13,1,,1,,,21:24,5,5,100,0,0,0,5,5,100,3,5,60,0,1,1,1,1,0,0,0,1,6,13,3,0,9,10,B. Dessert,2:73
2,ANADOLU EFES,EFS,71,B. Yildizli,Burak Can,Yildizli,19,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B. Yildizli,2:71
2,ANADOLU EFES,EFS,75,C. Swider,Cole,Swider,21,0,,1,,,17:33,5,9,55,1,5,20,4,4,100,2,2,100,2,0,2,1,0,1,0,0,1,1,13,2,2,7,4,C. Swider,2:75
2,ANADOLU EFES,EFS,82,S. Mutaf,Sarper David,Mutaf,23,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S. Mutaf,2:82
2,ANADOLU EFES,EFS,89,E. Osmani,Ercan,Osmani,24,1,,0,,,26:17,10,13,76,0,2,0,10,11,90,1,1,100,4,5,9,2,5,0,0,0,0,3,21,4,6,20,20,E. Osmani,2:89
2,ANADOLU EFES,EFS,80,E. Yilmaz,Erkan,Yilmaz,33,1,,1,,,16:21,1,3,33,1,1,100,0,2,0,0,0,0,3,0,3,2,1,1,1,0,3,2,3,0,0,16,0,E. Yilmaz,2:80
