team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,BURSASPOR BASKETBOL,1.0,80.0,"[101, 127, 133, 134, 135]",5,101|127|133|134|135,"['1:101', '1:127', '1:133', '1:134', '1:135']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",1:101|1:127|1:133|1:134|1:135,Unknownx5,1,10:00:00,1,05:37:00,0,0,5,13
1,BURSASPOR BASKETBOL,80.1,111.0,"[4, 101, 127, 133, 134]",5,4|101|127|133|134,"['1:4', '1:101', '1:127', '1:133', '1:134']","['Y. Onar', 'H. Köksal', 'L. Nnoko', 'B. Childress', 'V. King']",1:4|1:101|1:127|1:133|1:134,Unknownx5,1,05:37:00,1,03:20:00,5,13,7,15
1,BURSASPOR BASKETBOL,111.1,126.0,"[4, 102, 127, 129, 134]",5,4|102|127|129|134,"['1:4', '1:102', '1:127', '1:129', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Crawford', 'V. King']",1:4|1:102|1:127|1:129|1:134,Unknownx5,1,03:20:00,1,03:00:00,7,15,8,15
1,BURSASPOR BASKETBOL,126.1,136.0,"[4, 102, 129, 134, 136]",5,4|102|129|134|136,"['1:4', '1:102', '1:129', '1:134', '1:136']","['Y. Onar', 'B. Akin', 'B. Crawford', 'V. King', 'J. Delaurier']",1:4|1:102|1:129|1:134|1:136,Unknownx5,1,03:00:00,1,02:14:00,8,15,11,20
1,BURSASPOR BASKETBOL,136.1,162.0,"[102, 129, 133, 134, 136]",5,102|129|133|134|136,"['1:102', '1:129', '1:133', '1:134', '1:136']","['B. Akin', 'B. Crawford', 'B. Childress', 'V. King', 'J. Delaurier']",1:102|1:129|1:133|1:134|1:136,Unknownx5,1,02:14:00,1,00:24:10,11,20,15,22
1,BURSASPOR BASKETBOL,162.1,174.0,"[4, 102, 129, 133, 136]",5,4|102|129|133|136,"['1:4', '1:102', '1:129', '1:133', '1:136']","['Y. Onar', 'B. Akin', 'B. Crawford', 'B. Childress', 'J. Delaurier']",1:4|1:102|1:129|1:133|1:136,Unknownx5,1,00:24:10,2,10:00:00,15,22,15,24
1,BURSASPOR BASKETBOL,174.1,212.0,"[102, 129, 133, 135, 136]",5,102|129|133|135|136,"['1:102', '1:129', '1:133', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'B. Childress', 'A. Konontsuk', 'J. Delaurier']",1:102|1:129|1:133|1:135|1:136,Unknownx5,2,10:00:00,2,07:37:00,15,24,20,27
1,BURSASPOR BASKETBOL,212.1,258.0,"[102, 127, 129, 133, 135]",5,102|127|129|133|135,"['1:102', '1:127', '1:129', '1:133', '1:135']","['B. Akin', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'A. Konontsuk']",1:102|1:127|1:129|1:133|1:135,Unknownx5,2,07:37:00,2,04:53:00,20,27,23,33
1,BURSASPOR BASKETBOL,258.1,326.0,"[101, 127, 129, 133, 135]",5,101|127|129|133|135,"['1:101', '1:127', '1:129', '1:133', '1:135']","['H. Köksal', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'A. Konontsuk']",1:101|1:127|1:129|1:133|1:135,Unknownx5,2,04:53:00,2,00:43:60,23,33,34,42
1,BURSASPOR BASKETBOL,326.1,347.0,"[102, 133, 134, 135, 136]",5,102|133|134|135|136,"['1:102', '1:133', '1:134', '1:135', '1:136']","['B. Akin', 'B. Childress', 'V. King', 'A. Konontsuk', 'J. Delaurier']",1:102|1:133|1:134|1:135|1:136,Unknownx5,2,00:43:60,3,10:00:00,34,42,37,42
1,BURSASPOR BASKETBOL,347.1,443.0,"[102, 127, 133, 134, 135]",5,102|127|133|134|135,"['1:102', '1:127', '1:133', '1:134', '1:135']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",1:102|1:127|1:133|1:134|1:135,Unknownx5,3,10:00:00,3,03:28:00,37,42,50,53
1,BURSASPOR BASKETBOL,443.1,478.0,"[102, 129, 134, 135, 136]",5,102|129|134|135|136,"['1:102', '1:129', '1:134', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'V. King', 'A. Konontsuk', 'J. Delaurier']",1:102|1:129|1:134|1:135|1:136,Unknownx5,3,03:28:00,3,01:29:00,50,53,50,63
1,BURSASPOR BASKETBOL,478.1,508.0,"[101, 129, 133, 135, 136]",5,101|129|133|135|136,"['1:101', '1:129', '1:133', '1:135', '1:136']","['H. Köksal', 'B. Crawford', 'B. Childress', 'A. Konontsuk', 'J. Delaurier']",1:101|1:129|1:133|1:135|1:136,Unknownx5,3,01:29:00,4,10:00:00,50,63,54,65
