team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,BURSASPOR BASKETBOL,1.0,80.0,"[101, 127, 133, 134, 135]",101|127|133|134|135,11,11,13,5,13,-8,45.45454545454545,100.0,1,10:00:00,1,05:37:00,0,0,5,13,Unknownx5,5,101|127|133|134|135,1:101|1:127|1:133|1:134|1:135,"[101, 127, 133, 134, 135]","['1:101', '1:127', '1:133', '1:134', '1:135']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,80.1,111.0,"[4, 101, 127, 133, 134]",4|101|127|133|134,6,6,5,2,2,0,33.333333333333336,40.0,1,05:37:00,1,03:20:00,5,13,7,15,Unknownx5,5,4|101|127|133|134,1:4|1:101|1:127|1:133|1:134,"[4, 101, 127, 133, 134]","['1:4', '1:101', '1:127', '1:133', '1:134']","['Y. Onar', 'H. Köksal', 'L. Nnoko', 'B. Childress', 'V. King']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,111.1,126.0,"[4, 102, 127, 129, 134]",4|102|127|129|134,1,1,2,1,0,1,100.0,0.0,1,03:20:00,1,03:00:00,7,15,8,15,Unknownx5,5,4|102|127|129|134,1:4|1:102|1:127|1:129|1:134,"[4, 102, 127, 129, 134]","['1:4', '1:102', '1:127', '1:129', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Crawford', 'V. King']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,126.1,136.0,"[4, 102, 129, 134, 136]",4|102|129|134|136,2,2,1,3,5,-2,150.0,500.0,1,03:00:00,1,02:14:00,8,15,11,20,Unknownx5,5,4|102|129|134|136,1:4|1:102|1:129|1:134|1:136,"[4, 102, 129, 134, 136]","['1:4', '1:102', '1:129', '1:134', '1:136']","['Y. Onar', 'B. Akin', 'B. Crawford', 'V. King', 'J. Delaurier']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,136.1,162.0,"[102, 129, 133, 134, 136]",102|129|133|134|136,6,6,6,4,2,2,66.66666666666667,33.333333333333336,1,02:14:00,1,00:24:10,11,20,15,22,Unknownx5,5,102|129|133|134|136,1:102|1:129|1:133|1:134|1:136,"[102, 129, 133, 134, 136]","['1:102', '1:129', '1:133', '1:134', '1:136']","['B. Akin', 'B. Crawford', 'B. Childress', 'V. King', 'J. Delaurier']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,162.1,174.0,"[4, 102, 129, 133, 136]",4|102|129|133|136,0,0,1,0,2,-2,,200.0,1,00:24:10,2,10:00:00,15,22,15,24,Unknownx5,5,4|102|129|133|136,1:4|1:102|1:129|1:133|1:136,"[4, 102, 129, 133, 136]","['1:4', '1:102', '1:129', '1:133', '1:136']","['Y. Onar', 'B. Akin', 'B. Crawford', 'B. Childress', 'J. Delaurier']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,174.1,212.0,"[102, 129, 133, 135, 136]",102|129|133|135|136,8,8,8,5,3,2,62.5,37.5,2,10:00:00,2,07:37:00,15,24,20,27,Unknownx5,5,102|129|133|135|136,1:102|1:129|1:133|1:135|1:136,"[102, 129, 133, 135, 136]","['1:102', '1:129', '1:133', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'B. Childress', 'A. Konontsuk', 'J. Delaurier']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,212.1,258.0,"[102, 127, 129, 133, 135]",102|127|129|133|135,8,8,8,3,6,-3,37.5,75.0,2,07:37:00,2,04:53:00,20,27,23,33,Unknownx5,5,102|127|129|133|135,1:102|1:127|1:129|1:133|1:135,"[102, 127, 129, 133, 135]","['1:102', '1:127', '1:129', '1:133', '1:135']","['B. Akin', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'A. Konontsuk']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,258.1,326.0,"[101, 127, 129, 133, 135]",101|127|129|133|135,12,12,11,11,9,2,91.66666666666667,81.81818181818181,2,04:53:00,2,00:43:60,23,33,34,42,Unknownx5,5,101|127|129|133|135,1:101|1:127|1:129|1:133|1:135,"[101, 127, 129, 133, 135]","['1:101', '1:127', '1:129', '1:133', '1:135']","['H. Köksal', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'A. Konontsuk']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,326.1,347.0,"[102, 133, 134, 135, 136]",102|133|134|135|136,1,1,2,3,0,3,300.0,0.0,2,00:43:60,3,10:00:00,34,42,37,42,Unknownx5,5,102|133|134|135|136,1:102|1:133|1:134|1:135|1:136,"[102, 133, 134, 135, 136]","['1:102', '1:133', '1:134', '1:135', '1:136']","['B. Akin', 'B. Childress', 'V. King', 'A. Konontsuk', 'J. Delaurier']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,347.1,443.0,"[102, 127, 133, 134, 135]",102|127|133|134|135,16,16,15,13,11,2,81.25,73.33333333333333,3,10:00:00,3,03:28:00,37,42,50,53,Unknownx5,5,102|127|133|134|135,1:102|1:127|1:133|1:134|1:135,"[102, 127, 133, 134, 135]","['1:102', '1:127', '1:133', '1:134', '1:135']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,443.1,478.0,"[102, 129, 134, 135, 136]",102|129|134|135|136,6,6,6,0,10,-10,0.0,166.66666666666666,3,03:28:00,3,01:29:00,50,53,50,63,Unknownx5,5,102|129|134|135|136,1:102|1:129|1:134|1:135|1:136,"[102, 129, 134, 135, 136]","['1:102', '1:129', '1:134', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'V. King', 'A. Konontsuk', 'J. Delaurier']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,478.1,508.0,"[101, 129, 133, 135, 136]",101|129|133|135|136,4,4,5,4,2,2,100.0,40.0,3,01:29:00,4,10:00:00,50,63,54,65,Unknownx5,5,101|129|133|135|136,1:101|1:129|1:133|1:135|1:136,"[101, 129, 133, 135, 136]","['1:101', '1:129', '1:133', '1:135', '1:136']","['H. Köksal', 'B. Crawford', 'B. Childress', 'A. Konontsuk', 'J. Delaurier']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,508.1,562.0,"[101, 127, 129, 133, 135]",101|127|129|133|135,9,9,9,5,5,0,55.55555555555556,55.55555555555556,4,10:00:00,4,07:31:00,54,65,59,70,Unknownx5,5,101|127|129|133|135,1:101|1:127|1:129|1:133|1:135,"[101, 127, 129, 133, 135]","['1:101', '1:127', '1:129', '1:133', '1:135']","['H. Köksal', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'A. Konontsuk']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,562.1,576.0,"[101, 127, 129, 133, 134]",101|127|129|133|134,2,2,1,0,5,-5,0.0,500.0,4,07:31:00,4,06:44:00,59,70,59,75,Unknownx5,5,101|127|129|133|134,1:101|1:127|1:129|1:133|1:134,"[101, 127, 129, 133, 134]","['1:101', '1:127', '1:129', '1:133', '1:134']","['H. Köksal', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'V. King']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,576.1,583.0,"[4, 127, 133, 134, 135]",4|127|133|134|135,0,0,0,0,0,0,,,4,06:44:00,4,06:23:00,59,75,59,75,Unknownx5,5,4|127|133|134|135,1:4|1:127|1:133|1:134|1:135,"[4, 127, 133, 134, 135]","['1:4', '1:127', '1:133', '1:134', '1:135']","['Y. Onar', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,583.1,638.0,"[102, 127, 133, 134, 135]",102|127|133|134|135,9,9,10,4,8,-4,44.44444444444444,80.0,4,06:23:00,4,03:40:00,59,75,63,83,Unknownx5,5,102|127|133|134|135,1:102|1:127|1:133|1:134|1:135,"[102, 127, 133, 134, 135]","['1:102', '1:127', '1:133', '1:134', '1:135']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,638.1,669.0,"[4, 102, 133, 134, 135]",4|102|133|134|135,4,4,4,0,2,-2,0.0,50.0,4,03:40:00,4,02:13:00,63,83,63,85,Unknownx5,5,4|102|133|134|135,1:4|1:102|1:133|1:134|1:135,"[4, 102, 133, 134, 135]","['1:4', '1:102', '1:133', '1:134', '1:135']","['Y. Onar', 'B. Akin', 'B. Childress', 'V. King', 'A. Konontsuk']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,669.1,715.0,"[4, 102, 126, 134, 135]",4|102|126|134|135,6,6,6,10,8,2,166.66666666666666,133.33333333333334,4,02:13:00,4,00:00:00,63,85,73,93,Unknownx5,5,4|102|126|134|135,1:4|1:102|1:126|1:134|1:135,"[4, 102, 126, 134, 135]","['1:4', '1:102', '1:126', '1:134', '1:135']","['Y. Onar', 'B. Akin', 'B. Satir', 'V. King', 'A. Konontsuk']",BURSASPOR BASKETBOL
2,ANADOLU EFES,1.0,67.0,"[73, 80, 87, 88, 89]",73|80|87|88|89,10,10,11,13,5,8,130.0,45.45454545454545,1,10:00:00,1,06:13:00,0,0,13,5,Unknownx5,5,73|80|87|88|89,2:73|2:80|2:87|2:88|2:89,"[73, 80, 87, 88, 89]","['2:73', '2:80', '2:87', '2:88', '2:89']","['B. Dessert', 'E. Yilmaz', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani']",ANADOLU EFES
2,ANADOLU EFES,67.1,113.0,"[85, 87, 88, 89, 92]",85|87|88|89|92,7,7,7,2,2,0,28.571428571428573,28.571428571428573,1,06:13:00,1,03:20:00,13,5,15,7,Unknownx5,5,85|87|88|89|92,2:85|2:87|2:88|2:89|2:92,"[85, 87, 88, 89, 92]","['2:85', '2:87', '2:88', '2:89', '2:92']","['G. Papagiannis', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,113.1,134.0,"[75, 81, 85, 88, 92]",75|81|85|88|92,3,3,3,5,4,1,166.66666666666666,133.33333333333334,1,03:20:00,1,02:14:00,15,7,20,11,Unknownx5,5,75|81|85|88|92,2:75|2:81|2:85|2:88|2:92,"[75, 81, 85, 88, 92]","['2:75', '2:81', '2:85', '2:88', '2:92']","['C. Swider', 'S. Hazer', 'G. Papagiannis', 'I. Cordinier', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,134.1,176.0,"[72, 75, 81, 85, 92]",72|75|81|85|92,7,7,6,4,4,0,57.142857142857146,66.66666666666667,1,02:14:00,2,10:00:00,20,11,24,15,Unknownx5,5,72|75|81|85|92,2:72|2:75|2:81|2:85|2:92,"[72, 75, 81, 85, 92]","['2:72', '2:75', '2:81', '2:85', '2:92']","['R. Beaubois', 'C. Swider', 'S. Hazer', 'G. Papagiannis', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,176.1,239.0,"[72, 73, 75, 81, 92]",72|73|75|81|92,12,12,13,5,8,-3,41.666666666666664,61.53846153846154,2,10:00:00,2,05:47:00,24,15,29,23,Unknownx5,5,72|73|75|81|92,2:72|2:73|2:75|2:81|2:92,"[72, 73, 75, 81, 92]","['2:72', '2:73', '2:75', '2:81', '2:92']","['R. Beaubois', 'B. Dessert', 'C. Swider', 'S. Hazer', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,239.1,260.0,"[72, 73, 87, 89, 92]",72|73|87|89|92,4,4,3,4,0,4,100.0,0.0,2,05:47:00,2,04:53:00,29,23,33,23,Unknownx5,5,72|73|87|89|92,2:72|2:73|2:87|2:89|2:92,"[72, 73, 87, 89, 92]","['2:72', '2:73', '2:87', '2:89', '2:92']","['R. Beaubois', 'B. Dessert', 'N. Weiler-Babb', 'E. Osmani', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,260.1,278.0,"[72, 73, 87, 88, 89]",72|73|87|88|89,2,2,3,3,5,-2,150.0,166.66666666666666,2,04:53:00,2,03:22:00,33,23,36,28,Unknownx5,5,72|73|87|88|89,2:72|2:73|2:87|2:88|2:89,"[72, 73, 87, 88, 89]","['2:72', '2:73', '2:87', '2:88', '2:89']","['R. Beaubois', 'B. Dessert', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani']",ANADOLU EFES
2,ANADOLU EFES,278.1,309.0,"[73, 87, 88, 89, 92]",73|87|88|89|92,5,5,5,2,0,2,40.0,0.0,2,03:22:00,2,02:28:00,36,28,38,28,Unknownx5,5,73|87|88|89|92,2:73|2:87|2:88|2:89|2:92,"[73, 87, 88, 89, 92]","['2:73', '2:87', '2:88', '2:89', '2:92']","['B. Dessert', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,309.1,332.0,"[85, 87, 88, 89, 92]",85|87|88|89|92,4,4,4,4,6,-2,100.0,150.0,2,02:28:00,2,00:43:60,38,28,42,34,Unknownx5,5,85|87|88|89|92,2:85|2:87|2:88|2:89|2:92,"[85, 87, 88, 89, 92]","['2:85', '2:87', '2:88', '2:89', '2:92']","['G. Papagiannis', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,332.1,349.0,"[72, 85, 87, 89, 92]",72|85|87|89|92,2,2,1,0,3,-3,0.0,300.0,2,00:43:60,3,10:00:00,42,34,42,37,Unknownx5,5,72|85|87|89|92,2:72|2:85|2:87|2:89|2:92,"[72, 85, 87, 89, 92]","['2:72', '2:85', '2:87', '2:89', '2:92']","['R. Beaubois', 'G. Papagiannis', 'N. Weiler-Babb', 'E. Osmani', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,349.1,384.0,"[73, 80, 87, 88, 89]",73|80|87|88|89,5,5,6,4,5,-1,80.0,83.33333333333333,3,10:00:00,3,07:26:00,42,37,46,42,Unknownx5,5,73|80|87|88|89,2:73|2:80|2:87|2:88|2:89,"[73, 80, 87, 88, 89]","['2:73', '2:80', '2:87', '2:88', '2:89']","['B. Dessert', 'E. Yilmaz', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani']",ANADOLU EFES
2,ANADOLU EFES,384.1,423.0,"[73, 87, 88, 89, 92]",73|87|88|89|92,6,6,5,5,6,-1,83.33333333333333,120.0,3,07:26:00,3,04:48:00,46,42,51,48,Unknownx5,5,73|87|88|89|92,2:73|2:87|2:88|2:89|2:92,"[73, 87, 88, 89, 92]","['2:73', '2:87', '2:88', '2:89', '2:92']","['B. Dessert', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,423.1,460.0,"[85, 87, 88, 89, 92]",85|87|88|89|92,7,7,8,7,2,5,100.0,25.0,3,04:48:00,3,02:34:00,51,48,58,50,Unknownx5,5,85|87|88|89|92,2:85|2:87|2:88|2:89|2:92,"[85, 87, 88, 89, 92]","['2:85', '2:87', '2:88', '2:89', '2:92']","['G. Papagiannis', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",ANADOLU EFES
2,ANADOLU EFES,460.1,510.0,"[81, 85, 87, 89, 92]",81|85|87|89|92,8,8,7,7,4,3,87.5,57.142857142857146,3,02:34:00,4,10:00:00,58,50,65,54,Unknownx5,5,81|85|87|89|92,2:81|2:85|2:87|2:89|2:92,"[81, 85, 87, 89, 92]","['2:81', '2:85', '2:87', '2:89', '2:92']","['S. Hazer', 'G. Papagiannis', 'N. Weiler-Babb', 'E. Osmani', 'J. Loyd']",ANADOLU EFES
