start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,67.0,1,10:00:00,1,06:13:00,1,BURSASPOR BASKETBOL,"[101, 127, 133, 134, 135]",101|127|133|134|135,Unknownx5,"['1:101', '1:127', '1:133', '1:134', '1:135']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",2,ANADOLU EFES,"[73, 80, 87, 88, 89]",73|80|87|88|89,Unknownx5,"['2:73', '2:80', '2:87', '2:88', '2:89']","['B. Dessert', 'E. Yilmaz', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani']",10,10,8,2,100.0,80.0,10,8,10,-2,80.0,100.0,0,0,5,13
67.1,80.0,1,06:13:00,1,05:37:00,1,BURSASPOR BASKETBOL,"[101, 127, 133, 134, 135]",101|127|133|134|135,Unknownx5,"['1:101', '1:127', '1:133', '1:134', '1:135']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",2,ANADOLU EFES,"[85, 87, 88, 89, 92]",85|87|88|89|92,Unknownx5,"['2:85', '2:87', '2:88', '2:89', '2:92']","['G. Papagiannis', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",1,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,5,13,5,13
80.1,111.0,1,05:37:00,1,03:20:00,1,BURSASPOR BASKETBOL,"[4, 101, 127, 133, 134]",4|101|127|133|134,Unknownx5,"['1:4', '1:101', '1:127', '1:133', '1:134']","['Y. Onar', 'H. Köksal', 'L. Nnoko', 'B. Childress', 'V. King']",2,ANADOLU EFES,"[85, 87, 88, 89, 92]",85|87|88|89|92,Unknownx5,"['2:85', '2:87', '2:88', '2:89', '2:92']","['G. Papagiannis', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",5,3,1,2,60.0,20.0,5,1,3,-2,20.0,60.0,5,13,7,15
111.1,113.0,1,03:20:00,1,03:20:00,1,BURSASPOR BASKETBOL,"[4, 102, 127, 129, 134]",4|102|127|129|134,Unknownx5,"['1:4', '1:102', '1:127', '1:129', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Crawford', 'V. King']",2,ANADOLU EFES,"[85, 87, 88, 89, 92]",85|87|88|89|92,Unknownx5,"['2:85', '2:87', '2:88', '2:89', '2:92']","['G. Papagiannis', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",0,0,0,0,,,0,0,0,0,,,7,15,7,15
113.1,126.0,1,03:20:00,1,03:00:00,1,BURSASPOR BASKETBOL,"[4, 102, 127, 129, 134]",4|102|127|129|134,Unknownx5,"['1:4', '1:102', '1:127', '1:129', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Crawford', 'V. King']",2,ANADOLU EFES,"[75, 81, 85, 88, 92]",75|81|85|88|92,Unknownx5,"['2:75', '2:81', '2:85', '2:88', '2:92']","['C. Swider', 'S. Hazer', 'G. Papagiannis', 'I. Cordinier', 'J. Loyd']",1,0,1,-1,0.0,100.0,1,1,0,1,100.0,0.0,7,15,8,15
126.1,134.0,1,03:00:00,1,02:14:00,1,BURSASPOR BASKETBOL,"[4, 102, 129, 134, 136]",4|102|129|134|136,Unknownx5,"['1:4', '1:102', '1:129', '1:134', '1:136']","['Y. Onar', 'B. Akin', 'B. Crawford', 'V. King', 'J. Delaurier']",2,ANADOLU EFES,"[75, 81, 85, 88, 92]",75|81|85|88|92,Unknownx5,"['2:75', '2:81', '2:85', '2:88', '2:92']","['C. Swider', 'S. Hazer', 'G. Papagiannis', 'I. Cordinier', 'J. Loyd']",1,3,3,0,300.0,300.0,1,3,3,0,300.0,300.0,8,15,11,20
134.1,136.0,1,02:14:00,1,02:14:00,1,BURSASPOR BASKETBOL,"[4, 102, 129, 134, 136]",4|102|129|134|136,Unknownx5,"['1:4', '1:102', '1:129', '1:134', '1:136']","['Y. Onar', 'B. Akin', 'B. Crawford', 'V. King', 'J. Delaurier']",2,ANADOLU EFES,"[72, 75, 81, 85, 92]",72|75|81|85|92,Unknownx5,"['2:72', '2:75', '2:81', '2:85', '2:92']","['R. Beaubois', 'C. Swider', 'S. Hazer', 'G. Papagiannis', 'J. Loyd']",0,0,0,0,,,0,0,0,0,,,11,20,11,20
136.1,162.0,1,02:14:00,1,00:24:10,1,BURSASPOR BASKETBOL,"[102, 129, 133, 134, 136]",102|129|133|134|136,Unknownx5,"['1:102', '1:129', '1:133', '1:134', '1:136']","['B. Akin', 'B. Crawford', 'B. Childress', 'V. King', 'J. Delaurier']",2,ANADOLU EFES,"[72, 75, 81, 85, 92]",72|75|81|85|92,Unknownx5,"['2:72', '2:75', '2:81', '2:85', '2:92']","['R. Beaubois', 'C. Swider', 'S. Hazer', 'G. Papagiannis', 'J. Loyd']",6,3,1,2,50.0,20.0,5,1,3,-2,20.0,50.0,11,20,15,22
162.1,174.0,1,00:24:10,2,10:00:00,1,BURSASPOR BASKETBOL,"[4, 102, 129, 133, 136]",4|102|129|133|136,Unknownx5,"['1:4', '1:102', '1:129', '1:133', '1:136']","['Y. Onar', 'B. Akin', 'B. Crawford', 'B. Childress', 'J. Delaurier']",2,ANADOLU EFES,"[72, 75, 81, 85, 92]",72|75|81|85|92,Unknownx5,"['2:72', '2:75', '2:81', '2:85', '2:92']","['R. Beaubois', 'C. Swider', 'S. Hazer', 'G. Papagiannis', 'J. Loyd']",0,0,0,0,,,0,0,0,0,,,15,22,15,24
174.1,176.0,2,10:00:00,2,10:00:00,1,BURSASPOR BASKETBOL,"[102, 129, 133, 135, 136]",102|129|133|135|136,Unknownx5,"['1:102', '1:129', '1:133', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'B. Childress', 'A. Konontsuk', 'J. Delaurier']",2,ANADOLU EFES,"[72, 75, 81, 85, 92]",72|75|81|85|92,Unknownx5,"['2:72', '2:75', '2:81', '2:85', '2:92']","['R. Beaubois', 'C. Swider', 'S. Hazer', 'G. Papagiannis', 'J. Loyd']",0,0,0,0,,,0,0,0,0,,,15,24,15,24
